Chr01	1	575	Chr01	3457	4053	lightgrey	0.5
Chr01	556	817	Chr01	1732	1993	lightgrey	0.5
Chr01	686	4254	Chr01	6709	10270	lightgrey	0.5
Chr01	4249	5168	Chr01	16920	17838	lightgrey	0.5
Chr01	5168	10587	Chr01	19884	25301	lightgrey	0.5
Chr01	9704	11404	Chr01	25536	27231	lightgrey	0.5
Chr01	10727	13092	Chr01	62428	64764	lightgrey	0.5
Chr01	21959	67560	Chr01	64761	110364	lightgrey	0.5
Chr01	67661	69395	Chr01	110439	112171	lightgrey	0.5
Chr01	69593	71222	Chr01	112369	113982	lightgrey	0.5
Chr01	76877	144831	Chr01	113807	181763	lightgrey	0.5
Chr01	145014	157020	Chr01	181764	193760	lightgrey	0.5
Chr01	163232	177992	Chr01	193768	208518	lightgrey	0.5
Chr01	178038	226352	Chr01	209908	258368	lightgrey	0.5
Chr01	226345	229240	Chr01	258725	261667	lightgrey	0.5
Chr01	229222	235936	Chr01	264865	271563	lightgrey	0.5
Chr01	235936	240298	Chr01	271810	276171	lightgrey	0.5
Chr01	240298	258322	Chr01	276260	294265	lightgrey	0.5
Chr01	258293	278803	Chr01	294275	314787	lightgrey	0.5
Chr01	279233	290429	Chr01	314798	326106	lightgrey	0.5
Chr01	291202	352638	Chr01	326212	387680	lightgrey	0.5
Chr01	352778	353903	Chr01	387799	388923	lightgrey	0.5
Chr01	354054	367483	Chr01	388928	402203	lightgrey	0.5
Chr01	367486	414503	Chr01	402574	449613	lightgrey	0.5
Chr01	414839	458748	Chr01	449596	493422	lightgrey	0.5
Chr01	458762	478451	Chr01	493583	513152	lightgrey	0.5
Chr01	478453	484395	Chr01	515735	521692	lightgrey	0.5
Chr01	484392	484646	Chr01	521926	522180	lightgrey	0.5
Chr01	484718	485136	Chr01	522663	523078	lightgrey	0.5
Chr01	485114	498248	Chr01	523170	536313	lightgrey	0.5
Chr01	498489	555494	Chr01	536170	593039	lightgrey	0.5
Chr01	556642	575206	Chr01	593031	611668	lightgrey	0.5
Chr01	575213	651361	Chr01	612596	688753	lightgrey	0.5
Chr01	651497	655113	Chr01	689006	692622	lightgrey	0.5
Chr01	655332	708640	Chr01	692617	745959	lightgrey	0.5
Chr01	708741	710083	Chr01	746202	747544	lightgrey	0.5
Chr01	710082	801772	Chr01	747485	839283	lightgrey	0.5
Chr01	801771	824925	Chr01	840029	863208	lightgrey	0.5
Chr01	827185	835993	Chr01	863204	872095	lightgrey	0.5
Chr01	836586	841416	Chr01	872093	876918	lightgrey	0.5
Chr01	841594	843754	Chr01	876941	879106	lightgrey	0.5
Chr01	843783	846698	Chr01	879365	882282	lightgrey	0.5
Chr01	846810	896908	Chr01	882261	932430	lightgrey	0.5
Chr01	900254	927717	Chr01	932423	959783	lightgrey	0.5
Chr01	928784	929042	Chr01	959762	960032	lightgrey	0.5
Chr01	929482	931652	Chr01	960308	962466	lightgrey	0.5
Chr01	931978	933593	Chr01	962893	964513	lightgrey	0.5
Chr01	933593	933960	Chr01	964382	964741	lightgrey	0.5
Chr01	934303	957483	Chr01	965083	988235	lightgrey	0.5
Chr01	957483	965226	Chr01	988403	996145	lightgrey	0.5
Chr01	967205	978558	Chr01	996160	1007657	lightgrey	0.5
Chr01	978548	979341	Chr01	1018593	1019415	lightgrey	0.5
Chr01	979346	1079895	Chr01	1019652	1120169	lightgrey	0.5
Chr01	1078485	1118555	Chr01	1122658	1162716	lightgrey	0.5
Chr01	1118656	1171122	Chr01	1162732	1215197	lightgrey	0.5
Chr01	1173514	1178750	Chr01	1215333	1220567	lightgrey	0.5
Chr01	1179454	1185095	Chr01	1221271	1226910	lightgrey	0.5
Chr01	1185198	1233967	Chr01	1228589	1277369	lightgrey	0.5
Chr01	1233523	1251186	Chr01	1280493	1298198	lightgrey	0.5
Chr01	1253525	1258432	Chr01	1298197	1303101	lightgrey	0.5
Chr01	1258543	1344995	Chr01	1303101	1389600	lightgrey	0.5
Chr01	1345108	1346076	Chr01	1389601	1390527	lightgrey	0.5
Chr01	1346176	1350458	Chr01	1390530	1394729	lightgrey	0.5
Chr01	1350818	1400320	Chr01	1394729	1444190	lightgrey	0.5
Chr01	1400827	1445731	Chr01	1444545	1489345	lightgrey	0.5
Chr01	1445655	1462114	Chr01	1489419	1505860	lightgrey	0.5
Chr01	1462743	1469820	Chr01	1506234	1513317	lightgrey	0.5
Chr01	1470253	1473467	Chr01	1513269	1516487	lightgrey	0.5
Chr01	1473557	1580259	Chr01	1516487	1623305	lightgrey	0.5
Chr01	1580240	1597638	Chr01	1623353	1640720	lightgrey	0.5
Chr01	1597713	1653408	Chr01	1643106	1698819	lightgrey	0.5
Chr01	1653517	1654263	Chr01	1698819	1699564	lightgrey	0.5
Chr01	1654259	1659404	Chr01	1700274	1705424	lightgrey	0.5
Chr01	1659753	1661196	Chr01	1705441	1706851	lightgrey	0.5
Chr01	1661304	1688515	Chr01	1706919	1734045	lightgrey	0.5
Chr01	1688527	1715971	Chr01	1734285	1761733	lightgrey	0.5
Chr01	1716354	1742364	Chr01	1762192	1788212	lightgrey	0.5
Chr01	1742357	1743410	Chr01	1789026	1790075	lightgrey	0.5
Chr01	1745244	1803600	Chr01	1793920	1852063	lightgrey	0.5
Chr01	1803692	1807433	Chr01	1852063	1855831	lightgrey	0.5
Chr01	1808720	1818229	Chr01	1855853	1865319	lightgrey	0.5
Chr01	1818350	1831034	Chr01	1865321	1878010	lightgrey	0.5
Chr01	1831020	1837394	Chr01	1878188	1884550	lightgrey	0.5
Chr01	1837394	1847953	Chr01	1884738	1895257	lightgrey	0.5
Chr01	1847953	1848784	Chr01	1895357	1896188	lightgrey	0.5
Chr01	1848162	1849752	Chr01	1915622	1917234	lightgrey	0.5
Chr01	1850520	1853442	Chr01	1919982	1922902	lightgrey	0.5
Chr01	1853568	1945329	Chr01	1923651	2015468	lightgrey	0.5
Chr01	1948562	1950390	Chr01	2021122	2022950	lightgrey	0.5
Chr01	1950491	1955754	Chr01	2015684	2020941	lightgrey	0.5
Chr01	1955857	1977192	Chr01	2023195	2044536	lightgrey	0.5
Chr01	1957171	1988684	Chr01	2024508	2056025	lightgrey	0.5
Chr01	1988646	2053637	Chr01	2056034	2121033	lightgrey	0.5
Chr01	2054733	2056297	Chr01	2121542	2123105	lightgrey	0.5
Chr01	2056327	2087954	Chr01	2123075	2154688	lightgrey	0.5
Chr01	2088289	2103562	Chr01	2154672	2169962	lightgrey	0.5
Chr01	2088307	2159539	Chr01	2154690	2225997	lightgrey	0.5
Chr01	2159641	2218597	Chr01	2226128	2285100	lightgrey	0.5
Chr01	2198586	2219970	Chr01	2265077	2286473	lightgrey	0.5
Chr01	2220071	2223530	Chr01	2287659	2291112	lightgrey	0.5
Chr01	2223631	2224704	Chr01	2286506	2287517	lightgrey	0.5
Chr01	2227239	2238716	Chr01	2291304	2302776	lightgrey	0.5
Chr01	2238848	2254746	Chr01	2302838	2318736	lightgrey	0.5
Chr01	2254744	2263640	Chr01	2318697	2327593	lightgrey	0.5
Chr01	2263646	2298465	Chr01	2327561	2362380	lightgrey	0.5
Chr01	2298566	2392875	Chr01	2362528	2456834	lightgrey	0.5
Chr01	2372834	2478416	Chr01	2436805	2542376	lightgrey	0.5
Chr01	2478527	2496109	Chr01	2542726	2560311	lightgrey	0.5
Chr01	2497703	2512009	Chr01	2560452	2574710	lightgrey	0.5
Chr01	2514986	2516183	Chr01	2574733	2575960	lightgrey	0.5
Chr01	2516737	2519803	Chr01	2575952	2579014	lightgrey	0.5
Chr01	2519904	2584629	Chr01	2579490	2644370	lightgrey	0.5
Chr01	2594730	2609326	Chr01	2644690	2659330	lightgrey	0.5
Chr01	2609323	2629444	Chr01	2659856	2679978	lightgrey	0.5
Chr01	2631337	2639784	Chr01	2680169	2688610	lightgrey	0.5
Chr01	2639885	2723389	Chr01	2688686	2772176	lightgrey	0.5
Chr01	2723495	2764505	Chr01	2772988	2814000	lightgrey	0.5
Chr01	2744446	2815601	Chr01	2793935	2865067	lightgrey	0.5
Chr01	2815794	2817184	Chr01	2865260	2866649	lightgrey	0.5
Chr01	2817311	2858384	Chr01	2866854	2907927	lightgrey	0.5
Chr01	2859029	2864583	Chr01	2908155	2913692	lightgrey	0.5
Chr01	2864581	2932006	Chr01	2913809	2981166	lightgrey	0.5
Chr01	2919580	2970228	Chr01	2968748	3019383	lightgrey	0.5
Chr01	2979956	2982650	Chr01	3028307	3031000	lightgrey	0.5
Chr01	2982793	2990159	Chr01	3031157	3038523	lightgrey	0.5
Chr01	2990159	3195720	Chr01	3039302	3244851	lightgrey	0.5
Chr01	3195718	3212882	Chr01	3244909	3262073	lightgrey	0.5
Chr01	3213866	3302580	Chr01	3262055	3350749	lightgrey	0.5
Chr01	3304311	3304968	Chr01	3350776	3351436	lightgrey	0.5
Chr01	3304939	3317897	Chr01	3352011	3364968	lightgrey	0.5
Chr01	3318531	3370477	Chr01	3364959	3416912	lightgrey	0.5
Chr01	3370485	3438044	Chr01	3417051	3484605	lightgrey	0.5
Chr01	3438009	3463644	Chr01	3487664	3513303	lightgrey	0.5
Chr01	3463639	3464367	Chr01	3518768	3519496	lightgrey	0.5
Chr01	3482821	3483672	Chr01	3520074	3520923	lightgrey	0.5
Chr01	3485642	3486817	Chr01	3525013	3526171	lightgrey	0.5
Chr01	3486356	3490575	Chr01	3526898	3531024	lightgrey	0.5
Chr01	3490656	3491431	Chr01	3531027	3531802	lightgrey	0.5
Chr01	3492128	3493913	Chr01	3532814	3534623	lightgrey	0.5
Chr01	3493913	3494493	Chr01	3534784	3535361	lightgrey	0.5
Chr01	3506031	3507497	Chr01	3534806	3536266	lightgrey	0.5
Chr01	3508591	3509044	Chr01	3536354	3536805	lightgrey	0.5
Chr01	3512015	3513371	Chr01	3537532	3538914	lightgrey	0.5
Chr01	3513791	3523509	Chr01	3538909	3548543	lightgrey	0.5
Chr01	3523531	3531773	Chr01	3550030	3558301	lightgrey	0.5
Chr01	3531889	3549393	Chr01	3558325	3575778	lightgrey	0.5
Chr01	3549494	3556427	Chr01	3575692	3582600	lightgrey	0.5
Chr01	3556566	3604653	Chr01	3582788	3630815	lightgrey	0.5
Chr01	3604783	3645200	Chr01	3630842	3671190	lightgrey	0.5
Chr01	3645547	3662789	Chr01	3671185	3688414	lightgrey	0.5
Chr01	3672790	3702621	Chr01	3690968	3720762	lightgrey	0.5
Chr01	3702997	3721209	Chr01	3720769	3739028	lightgrey	0.5
Chr01	3723745	3740481	Chr01	3739031	3755590	lightgrey	0.5
Chr01	3740715	3744064	Chr01	3755589	3758933	lightgrey	0.5
Chr01	3744198	3746912	Chr01	3759497	3762273	lightgrey	0.5
Chr01	3752248	3753762	Chr01	3762269	3763784	lightgrey	0.5
Chr01	3753935	3757089	Chr01	3763784	3766937	lightgrey	0.5
Chr01	3757533	3828413	Chr01	3766939	3837858	lightgrey	0.5
Chr01	3808382	3841933	Chr01	3817832	3851369	lightgrey	0.5
Chr01	3842557	3848468	Chr01	3852048	3857958	lightgrey	0.5
Chr01	3847692	3905354	Chr01	3856800	3914460	lightgrey	0.5
Chr01	3906719	3965596	Chr01	3914710	3973592	lightgrey	0.5
Chr01	3967915	4022883	Chr01	3973763	4028708	lightgrey	0.5
Chr01	4023022	4043869	Chr01	4028708	4049554	lightgrey	0.5
Chr01	4043881	4047150	Chr01	4050791	4054104	lightgrey	0.5
Chr01	4048411	4088561	Chr01	4054432	4094678	lightgrey	0.5
Chr01	4090008	4121343	Chr01	4094774	4126236	lightgrey	0.5
Chr01	4121326	4132708	Chr01	4126343	4137721	lightgrey	0.5
Chr01	4132810	4135275	Chr01	4137997	4140456	lightgrey	0.5
Chr01	4135561	4167337	Chr01	4141434	4173237	lightgrey	0.5
Chr01	4168291	4170040	Chr01	4173230	4174978	lightgrey	0.5
Chr01	4175797	4262827	Chr01	4174973	4262068	lightgrey	0.5
Chr01	4262824	4296283	Chr01	4263466	4296950	lightgrey	0.5
Chr01	4296647	4515505	Chr01	4296972	4515867	lightgrey	0.5
Chr01	4516328	4533468	Chr01	4515884	4533025	lightgrey	0.5
Chr01	4533571	4534324	Chr01	4533071	4533824	lightgrey	0.5
Chr01	4534437	4561084	Chr01	4533941	4560639	lightgrey	0.5
Chr01	4561185	4695155	Chr01	4560708	4694687	lightgrey	0.5
Chr01	4695153	4698904	Chr01	55078973	55082738	lightgrey	0.5
Chr01	4695311	4699882	Chr01	4694924	4699484	lightgrey	0.5
Chr01	4699995	4707208	Chr01	4699829	4707046	lightgrey	0.5
Chr01	4707871	4719251	Chr01	4707018	4718398	lightgrey	0.5
Chr01	4719251	4834644	Chr01	4718324	4833664	lightgrey	0.5
Chr01	4834748	4836519	Chr01	4833793	4835566	lightgrey	0.5
Chr01	4836520	4886010	Chr01	4835682	4885133	lightgrey	0.5
Chr01	4885941	4895897	Chr01	4885103	4895058	lightgrey	0.5
Chr01	4896034	4931587	Chr01	4895194	4930739	lightgrey	0.5
Chr01	4931974	4948906	Chr01	4931128	4948058	lightgrey	0.5
Chr01	4949199	5000035	Chr01	4948066	4998898	lightgrey	0.5
Chr01	5000071	5017212	Chr01	4998870	5016006	lightgrey	0.5
Chr01	5017313	5020703	Chr01	5016206	5019596	lightgrey	0.5
Chr01	5020704	5054024	Chr01	5019693	5052988	lightgrey	0.5
Chr01	5054136	5056243	Chr01	5053189	5055295	lightgrey	0.5
Chr01	5058338	5071603	Chr01	5055384	5068653	lightgrey	0.5
Chr01	5076667	5087403	Chr01	5078700	5089431	lightgrey	0.5
Chr01	5087591	5179069	Chr01	5089726	5181179	lightgrey	0.5
Chr01	5159072	5212334	Chr01	5161210	5214432	lightgrey	0.5
Chr01	5211125	5356605	Chr01	5221823	5367279	lightgrey	0.5
Chr01	5360475	5365881	Chr01	5367276	5372689	lightgrey	0.5
Chr01	5365880	5367368	Chr01	5373140	5374615	lightgrey	0.5
Chr01	5367361	5395267	Chr01	5375168	5403127	lightgrey	0.5
Chr01	5400329	5453852	Chr01	5403125	5456639	lightgrey	0.5
Chr01	5453844	5454895	Chr01	5457300	5458346	lightgrey	0.5
Chr01	5464321	5470151	Chr01	5468344	5474189	lightgrey	0.5
Chr01	5472611	5543853	Chr01	5475204	5546385	lightgrey	0.5
Chr01	5543849	5546527	Chr01	5551187	5553865	lightgrey	0.5
Chr01	5546523	5549068	Chr01	5557440	5560022	lightgrey	0.5
Chr01	5549164	5568526	Chr01	5560323	5579756	lightgrey	0.5
Chr01	5568627	5579920	Chr01	5580011	5591239	lightgrey	0.5
Chr01	5579794	5589076	Chr01	5591320	5600650	lightgrey	0.5
Chr01	5589064	5591716	Chr01	5607125	5609836	lightgrey	0.5
Chr01	5591818	5605142	Chr01	5609892	5623206	lightgrey	0.5
Chr01	5605166	5608206	Chr01	5629922	5632961	lightgrey	0.5
Chr01	5608200	5635515	Chr01	5634363	5661588	lightgrey	0.5
Chr01	5635528	5635870	Chr01	5661898	5662240	lightgrey	0.5
Chr01	5635870	5640930	Chr01	5662348	5667426	lightgrey	0.5
Chr01	5642396	5708464	Chr01	5669736	5735790	lightgrey	0.5
Chr01	5709486	5828200	Chr01	5736755	5855433	lightgrey	0.5
Chr01	5835132	5846070	Chr01	5855430	5866365	lightgrey	0.5
Chr01	5848862	5866082	Chr01	5866362	5883461	lightgrey	0.5
Chr01	5866186	5873128	Chr01	5883497	5890408	lightgrey	0.5
